shipment_id,shipment_date,clearance_date,exporter_business_unit,consignee_name,consignee_address,schedule_b_code,eccn,bom_origin_country,bom_tooling_origin,item_quantity,unit_value_usd,license_type,license_obtained,port_of_exit,clearance_hours,pga_required,pga_obtained,trusted_trader_status,total_value_usd,consignee_country,shipment_month,shipment_year,shipment_quarter,shipment_day_of_week,address_red_flag
EXP-104758,2025-07-08,2025-07-09 13:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"890 Technology Hub, Taipei, TW",8803.30.0030,EAR99,US,US,370,3105.33,EXCEPTION,Y,CHICAGO O'HARE,37,N,Y,Y,1148972.1,TW,2025-07,2025,3,1,False
EXP-104759,2025-12-31,2026-01-01 05:00:00,US-IndustrialEquipment,EURO MEDICAL SOLUTIONS,"456 Industrial Zone, Riyadh, SA",8542.31.0000,9A004,US,DE,40,1723.46,NLR,Y,NEW YORK,29,N,N,Y,68938.4,SA,2025-12,2025,4,2,False
EXP-104760,2026-06-17,2026-06-18 19:00:00,US-IndustrialEquipment,ASIA TECH IMPORTS,"234 Innovation Drive, Bangalore, IN",8517.62.0010,3A001,KR,US,395,2486.56,LICENSE,Y,SEATTLE,43,Y,Y,Y,982191.2,IN,2026-06,2026,2,2,False
EXP-104761,2026-04-11,2026-04-13 10:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"567 Business Park, Singapore, SG",8471.30.0100,9A004,US,DE,209,2685.05,NLR,Y,LOS ANGELES,58,N,Y,Y,561175.4500000001,SG,2026-04,2026,2,5,False
EXP-104762,2025-11-29,2025-12-01 19:00:00,US-IndustrialEquipment,POLY TECHNOLOGIES,"456 Industrial Zone, Riyadh, SA",8471.30.0100,EAR99,US,JP,142,4588.57,LICENSE,Y,NEW YORK,67,N,Y,Y,651576.94,SA,2025-11,2025,4,5,False
EXP-104763,2026-05-20,2026-05-21 08:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"567 Business Park, Singapore, SG",3004.90.9203,5A001,MX,KR,258,4908.65,NLR,Y,NEW YORK,32,Y,Y,Y,1266431.7,SG,2026-05,2026,2,2,False
EXP-104764,2026-02-15,2026-02-16 13:00:00,US-IndustrialEquipment,ATLANTIC DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",8471.30.0100,EAR99,CN,US,167,4079.56,NLR,Y,SEATTLE,37,N,Y,N,681286.52,BE,2026-02,2026,1,6,False
EXP-104765,2025-09-06,2025-09-08 13:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"789 Haidian District, Beijing, CN",9030.90.0000,5A001,TW,US,191,2814.9,NLR,N,CHICAGO O'HARE,61,N,Y,N,537645.9,CN,2025-09,2025,3,5,False
EXP-104766,2026-04-26,2026-04-27 22:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",9018.90.7500,EAR99,JP,DE,319,4641.25,NLR,N,HOUSTON,46,Y,Y,N,1480558.75,SA,2026-04,2026,2,6,False
EXP-104767,2026-03-02,2026-03-02 21:00:00,US-ConsumerElectronics,NORTH STAR SUPPLY,"567 Business Park, Singapore, SG",8517.62.0010,5A002,MX,US,119,898.78,EXCEPTION,N,LOS ANGELES,21,Y,Y,Y,106954.82,SG,2026-03,2026,1,0,False
EXP-104768,2026-01-17,2026-01-19 21:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"456 Industrial Zone, Riyadh, SA",8803.30.0030,3A001,US,US,146,3485.52,NLR,Y,NEWARK,69,N,Y,Y,508885.92,SA,2026-01,2026,1,5,False
EXP-104769,2025-12-19,2025-12-20 15:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8517.62.0010,3A001,MX,KR,481,2307.73,NLR,Y,NEWARK,39,N,Y,N,1110018.13,MX,2025-12,2025,4,4,False
EXP-104770,2026-02-13,2026-02-14 18:00:00,US-MedicalDevices,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8517.62.0010,EAR99,MX,US,350,732.3,EXCEPTION,Y,CHICAGO O'HARE,42,N,Y,Y,256305.0,MX,2026-02,2026,1,4,False
EXP-104771,2025-09-05,2025-09-06 02:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",8471.30.0100,3A001,DE,DE,335,385.3,LICENSE,Y,HOUSTON,26,N,Y,Y,129075.5,TW,2025-09,2025,3,4,False
EXP-104772,2025-11-12,2025-11-14 18:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"789 Haidian District, Beijing, CN",8471.30.0100,EAR99,US,US,477,2408.9,NLR,N,NEWARK,66,N,Y,N,1149045.3,CN,2025-11,2025,4,2,False
EXP-104773,2025-12-26,2025-12-28 21:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,5A002,KR,US,474,1202.46,LICENSE,Y,HOUSTON,69,N,Y,N,569966.04,BE,2025-12,2025,4,4,False
EXP-104774,2025-12-09,2025-12-11 03:00:00,US-MedicalDevices,EURO MEDICAL SOLUTIONS,"123 Corporate Blvd, Dublin, IE",3004.90.9203,5A002,KR,US,129,1260.03,NLR,Y,SEATTLE,51,N,Y,Y,162543.87,IE,2025-12,2025,4,1,False
EXP-104775,2025-10-24,2025-10-26 16:00:00,US-ConsumerElectronics,PACIFIC TRADING GROUP,"678 Commerce Street, Mexico City, MX",8517.62.0010,EAR99,IE,TW,145,1607.88,EXCEPTION,Y,SEATTLE,64,N,Y,N,233142.6,MX,2025-10,2025,4,4,False
EXP-104776,2026-04-01,2026-04-03 21:00:00,US-Pharmaceuticals,GLOBAL LOGISTICS LTD,"123 Corporate Blvd, Dublin, IE",8542.31.0000,3A001,MX,KR,54,3594.64,NLR,Y,HOUSTON,69,N,Y,Y,194110.56,IE,2026-04,2026,2,2,False
EXP-104777,2026-06-27,2026-06-27 19:00:00,US-MedicalDevices,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",8517.62.0010,EAR99,US,TW,122,828.81,EXCEPTION,Y,NEW YORK,19,N,Y,N,101114.82,SA,2026-06,2026,2,5,False
EXP-104778,2026-04-10,2026-04-12 09:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",9030.90.0000,EAR99,KR,DE,124,3590.6,NLR,Y,LOS ANGELES,57,N,Y,N,445234.4,SG,2026-04,2026,2,4,False
EXP-104779,2025-09-18,2025-09-18 21:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"890 Technology Hub, Taipei, TW",8471.30.0100,5A002,KR,TW,167,3915.72,LICENSE,Y,CHICAGO O'HARE,21,N,Y,N,653925.24,TW,2025-09,2025,3,3,False
EXP-104780,2026-01-29,2026-01-31 08:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"678 Commerce Street, Mexico City, MX",8542.31.0000,5A001,US,US,432,2976.46,LICENSE,Y,HOUSTON,56,N,Y,N,1285830.72,MX,2026-01,2026,1,3,False
EXP-104781,2026-04-11,2026-04-11 21:00:00,US-Pharmaceuticals,POLY TECHNOLOGIES,"789 Haidian District, Beijing, CN",9022.14.0000,5A002,DE,TW,322,1245.31,LICENSE,Y,NEW YORK,21,Y,Y,N,400989.82,CN,2026-04,2026,2,5,False
EXP-104782,2026-05-28,2026-05-30 01:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",9030.90.0000,5A001,JP,DE,143,267.15,NLR,Y,HOUSTON,49,N,Y,N,38202.45,BE,2026-05,2026,2,3,False
EXP-104783,2026-06-11,2026-06-12 05:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",8803.30.0030,5A002,US,TW,22,2045.65,EXCEPTION,Y,SEATTLE,29,Y,Y,N,45004.3,BE,2026-06,2026,2,3,False
EXP-104784,2026-06-28,2026-06-30 11:00:00,US-AerospaceParts,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",8542.31.0000,3A001,US,US,276,4238.75,NLR,Y,HOUSTON,59,N,Y,N,1169895.0,MX,2026-06,2026,2,6,False
EXP-104785,2026-06-11,2026-06-12 15:00:00,US-AerospaceParts,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8708.29.5060,EAR99,KR,KR,349,518.33,NLR,N,NEW YORK,39,N,Y,N,180897.17,MX,2026-06,2026,2,3,False
EXP-104786,2026-01-26,2026-01-27 15:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"234 Innovation Drive, Bangalore, IN",8803.30.0030,5A001,CN,JP,473,3726.71,LICENSE,Y,CHICAGO O'HARE,39,Y,Y,Y,1762733.83,IN,2026-01,2026,1,0,False
EXP-104787,2025-12-14,2025-12-16 13:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"321 Avenue de la Gare, Brussels, BE",9022.14.0000,EAR99,CN,US,427,2344.77,NLR,Y,LOS ANGELES,61,N,N,Y,1001216.79,BE,2025-12,2025,4,6,False
EXP-104788,2025-08-03,2025-08-05 19:00:00,US-ConsumerElectronics,NORTH STAR SUPPLY,"123 Corporate Blvd, Dublin, IE",3004.90.9203,5A002,DE,DE,440,4495.18,NLR,Y,SEATTLE,67,N,Y,Y,1977879.2,IE,2025-08,2025,3,6,False
EXP-104789,2026-03-20,2026-03-21 07:00:00,US-ConsumerElectronics,GLOBAL LOGISTICS LTD,"789 Haidian District, Beijing, CN",9018.90.7500,EAR99,SG,US,408,1787.43,NLR,Y,HOUSTON,31,N,Y,N,729271.4400000001,CN,2026-03,2026,1,4,False
EXP-104790,2025-12-18,2025-12-19 11:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"234 Innovation Drive, Bangalore, IN",8471.30.0100,9A004,CN,US,482,3526.7,NLR,Y,MIAMI,35,N,Y,Y,1699869.4,IN,2025-12,2025,4,3,False
EXP-104791,2025-09-07,2025-09-09 20:00:00,US-MedicalDevices,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",9018.90.7500,3A001,US,DE,299,3703.2,NLR,Y,NEW YORK,68,N,Y,Y,1107256.8,IE,2025-09,2025,3,6,False
EXP-104792,2025-07-28,2025-07-28 17:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"456 Industrial Zone, Riyadh, SA",8471.30.0100,EAR99,KR,US,277,1001.72,EXCEPTION,Y,SEATTLE,17,N,Y,Y,277476.44,SA,2025-07,2025,3,0,False
EXP-104793,2025-09-14,2025-09-16 04:00:00,US-IndustrialEquipment,PACIFIC TRADING GROUP,"321 Avenue de la Gare, Brussels, BE",9018.90.7500,EAR99,MX,US,304,799.15,LICENSE,Y,NEW YORK,52,N,Y,Y,242941.6,BE,2025-09,2025,3,6,False
EXP-104794,2025-10-10,2025-10-12 11:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"789 Haidian District, Beijing, CN",3004.90.9203,EAR99,DE,US,322,472.73,EXCEPTION,Y,NEW YORK,59,Y,Y,N,152219.06,CN,2025-10,2025,4,4,False
EXP-104795,2025-12-16,2025-12-17 19:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"678 Commerce Street, Mexico City, MX",9022.14.0000,EAR99,US,US,115,3510.9,EXCEPTION,Y,LOS ANGELES,43,Y,Y,Y,403753.5,MX,2025-12,2025,4,1,False
EXP-104796,2025-09-23,2025-09-23 17:00:00,US-AerospaceParts,AL-KHOBAR DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",9022.14.0000,5A002,CN,US,272,2745.27,NLR,Y,CHICAGO O'HARE,17,N,Y,Y,746713.44,BE,2025-09,2025,3,1,False
EXP-104797,2025-07-11,2025-07-11 22:00:00,US-IndustrialEquipment,AL-KHOBAR DISTRIBUTORS,"123 Corporate Blvd, Dublin, IE",8708.29.5060,5A001,CN,US,168,442.73,NLR,Y,NEWARK,22,N,Y,Y,74378.64,IE,2025-07,2025,3,4,False
EXP-104798,2026-05-18,2026-05-19 17:00:00,US-ConsumerElectronics,AL-KHOBAR DISTRIBUTORS,"123 Corporate Blvd, Dublin, IE",9030.90.0000,EAR99,MX,US,277,1548.59,NLR,Y,HOUSTON,41,N,Y,N,428959.43,IE,2026-05,2026,2,0,False
EXP-104799,2025-11-03,2025-11-03 14:00:00,US-IndustrialEquipment,EURO MEDICAL SOLUTIONS,"123 Corporate Blvd, Dublin, IE",8708.29.5060,EAR99,US,KR,436,720.31,EXCEPTION,Y,MIAMI,14,N,Y,Y,314055.16,IE,2025-11,2025,4,0,False
EXP-104800,2026-05-04,2026-05-04 19:00:00,US-ConsumerElectronics,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",8471.30.0100,EAR99,JP,KR,357,472.48,LICENSE,Y,NEWARK,19,N,Y,N,168675.36000000002,BE,2026-05,2026,2,0,False
EXP-104801,2025-12-31,2026-01-01 20:00:00,US-Pharmaceuticals,NORTH STAR SUPPLY,"789 Haidian District, Beijing, CN",8542.31.0000,3A001,CN,KR,264,1500.87,NLR,Y,SEATTLE,44,N,Y,N,396229.68,CN,2025-12,2025,4,2,False
EXP-104802,2025-12-29,2025-12-31 17:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"789 Haidian District, Beijing, CN",9022.14.0000,EAR99,JP,US,250,490.52,EXCEPTION,Y,NEWARK,65,N,Y,Y,122630.0,CN,2025-12,2025,4,0,False
EXP-104803,2026-02-08,2026-02-10 10:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",8471.30.0100,9A004,IE,TW,462,1308.33,LICENSE,Y,HOUSTON,58,Y,N,N,604448.46,SA,2026-02,2026,1,6,False
EXP-104804,2025-08-31,2025-09-02 10:00:00,US-AerospaceParts,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",8708.29.5060,EAR99,MX,JP,366,2768.07,LICENSE,Y,HOUSTON,58,N,Y,Y,1013113.62,BE,2025-08,2025,3,6,False
EXP-104805,2026-01-09,2026-01-10 06:00:00,US-ConsumerElectronics,ATLANTIC DISTRIBUTORS,"456 Industrial Zone, Riyadh, SA",9022.14.0000,3A001,SG,US,439,2808.91,NLR,Y,NEWARK,30,N,Y,N,1233111.49,SA,2026-01,2026,1,4,False
EXP-104806,2026-02-23,2026-02-25 21:00:00,US-MedicalDevices,ASIA TECH IMPORTS,"890 Technology Hub, Taipei, TW",8471.30.0100,5A002,TW,KR,255,848.33,NLR,Y,NEW YORK,69,N,Y,Y,216324.15,TW,2026-02,2026,1,0,False
EXP-104807,2026-03-18,2026-03-18 21:00:00,US-AerospaceParts,PACIFIC TRADING GROUP,"456 Industrial Zone, Riyadh, SA",3004.90.9203,EAR99,TW,IL,342,963.16,LICENSE,N,NEW YORK,21,Y,Y,Y,329400.72,SA,2026-03,2026,1,2,False
EXP-104808,2025-10-18,2025-10-19 06:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"456 Industrial Zone, Riyadh, SA",9022.14.0000,3A001,US,TW,466,4276.31,LICENSE,N,MIAMI,30,N,N,N,1992760.46,SA,2025-10,2025,4,5,False
EXP-104809,2025-09-21,2025-09-21 20:00:00,US-MedicalDevices,POLY TECHNOLOGIES,"456 Industrial Zone, Riyadh, SA",8708.29.5060,EAR99,CN,US,58,843.01,LICENSE,Y,LOS ANGELES,20,Y,Y,N,48894.58,SA,2025-09,2025,3,6,False
EXP-104810,2026-02-21,2026-02-21 18:00:00,US-Pharmaceuticals,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8803.30.0030,3A001,US,JP,5,238.25,EXCEPTION,Y,HOUSTON,18,N,Y,N,1191.25,MX,2026-02,2026,1,5,False
EXP-104811,2026-03-21,2026-03-22 01:00:00,US-AerospaceParts,ATLANTIC DISTRIBUTORS,"123 Corporate Blvd, Dublin, IE",8471.30.0100,3A001,IE,US,426,1231.66,NLR,Y,NEW YORK,25,N,Y,N,524687.16,IE,2026-03,2026,1,5,False
EXP-104812,2026-03-27,2026-03-27 13:00:00,US-IndustrialEquipment,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",3004.90.9203,EAR99,US,US,111,2886.37,NLR,Y,HOUSTON,13,N,Y,Y,320387.07,TW,2026-03,2026,1,4,False
EXP-104813,2026-06-02,2026-06-03 09:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"234 Innovation Drive, Bangalore, IN",9018.90.7500,5A001,KR,TW,365,46.05,LICENSE,Y,CHICAGO O'HARE,33,N,Y,N,16808.25,IN,2026-06,2026,2,1,False
EXP-104814,2026-01-04,2026-01-06 23:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",9018.90.7500,3A001,DE,US,286,4925.09,LICENSE,Y,HOUSTON,71,N,Y,Y,1408575.74,MX,2026-01,2026,1,6,False
EXP-104815,2026-03-19,2026-03-21 08:00:00,US-ConsumerElectronics,NORTH STAR SUPPLY,"456 Industrial Zone, Riyadh, SA",8517.62.0010,EAR99,CN,US,351,1159.64,NLR,N,CHICAGO O'HARE,56,N,Y,Y,407033.64,SA,2026-03,2026,1,3,False
EXP-104816,2025-08-13,2025-08-16 06:00:00,US-AerospaceParts,GLOBAL LOGISTICS LTD,"789 Haidian District, Beijing, CN",3004.90.9203,EAR99,DE,US,265,1198.21,EXCEPTION,Y,NEWARK,78,N,Y,Y,317525.65,CN,2025-08,2025,3,2,False
EXP-104817,2025-12-29,2025-12-30 13:00:00,US-Pharmaceuticals,NORTH STAR SUPPLY,"456 Industrial Zone, Riyadh, SA",8517.62.0010,EAR99,US,JP,249,3695.7,LICENSE,Y,MIAMI,37,N,Y,N,920229.3,SA,2025-12,2025,4,0,False
EXP-104818,2025-08-02,2025-08-04 22:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",8517.62.0010,EAR99,DE,IL,95,1248.41,LICENSE,Y,CHICAGO O'HARE,70,Y,Y,N,118598.95,IE,2025-08,2025,3,5,False
EXP-104819,2026-04-08,2026-04-10 18:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"678 Commerce Street, Mexico City, MX",8517.62.0010,9A004,US,DE,351,1986.8,NLR,Y,CHICAGO O'HARE,66,N,Y,Y,697366.7999999999,MX,2026-04,2026,2,2,False
EXP-104820,2025-11-23,2025-11-23 15:00:00,US-Pharmaceuticals,PACIFIC TRADING GROUP,"567 Business Park, Singapore, SG",8542.31.0000,9A004,CN,US,297,2724.15,NLR,Y,LOS ANGELES,15,N,N,Y,809072.55,SG,2025-11,2025,4,6,False
EXP-104821,2026-05-01,2026-05-05 01:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"234 Innovation Drive, Bangalore, IN",9022.14.0000,5A002,CN,DE,307,119.14,EXCEPTION,Y,NEWARK,97,Y,Y,Y,36575.98,IN,2026-05,2026,2,4,False
EXP-104822,2026-04-19,2026-04-21 17:00:00,US-Pharmaceuticals,AL-KHOBAR DISTRIBUTORS,"890 Technology Hub, Taipei, TW",9022.14.0000,EAR99,JP,JP,185,4188.09,LICENSE,Y,CHICAGO O'HARE,65,Y,Y,Y,774796.65,TW,2026-04,2026,2,6,False
EXP-104823,2025-10-05,2025-10-07 03:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"567 Business Park, Singapore, SG",9018.90.7500,3A001,SG,TW,457,2565.13,EXCEPTION,N,CHICAGO O'HARE,51,N,Y,Y,1172264.41,SG,2025-10,2025,4,6,False
EXP-104824,2025-09-05,2025-09-06 10:00:00,US-Pharmaceuticals,POLY TECHNOLOGIES,"567 Business Park, Singapore, SG",8471.30.0100,3A001,US,DE,229,1571.47,NLR,Y,NEW YORK,34,N,Y,Y,359866.63,SG,2025-09,2025,3,4,False
EXP-104825,2026-07-06,2026-07-09 02:00:00,US-IndustrialEquipment,GLOBAL LOGISTICS LTD,"890 Technology Hub, Taipei, TW",9030.90.0000,5A001,US,US,317,2004.94,NLR,Y,NEWARK,74,N,Y,N,635565.98,TW,2026-07,2026,3,0,False
EXP-104826,2026-06-18,2026-06-19 12:00:00,US-MedicalDevices,ATLANTIC DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",3004.90.9203,EAR99,MX,US,262,288.57,NLR,Y,HOUSTON,36,N,Y,N,75605.34,BE,2026-06,2026,2,3,False
EXP-104827,2025-12-16,2025-12-18 15:00:00,US-Pharmaceuticals,POLY TECHNOLOGIES,"234 Innovation Drive, Bangalore, IN",9030.90.0000,EAR99,CN,KR,119,3592.73,NLR,Y,MIAMI,63,N,N,Y,427534.87,IN,2025-12,2025,4,1,False
EXP-104828,2026-06-22,2026-06-22 20:00:00,US-ConsumerElectronics,EURO MEDICAL SOLUTIONS,"678 Commerce Street, Mexico City, MX",8708.29.5060,EAR99,KR,US,234,2702.13,LICENSE,N,SEATTLE,20,N,Y,N,632298.42,MX,2026-06,2026,2,0,False
EXP-104829,2025-11-26,2025-11-28 16:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"234 Innovation Drive, Bangalore, IN",8471.30.0100,EAR99,US,TW,282,4570.82,NLR,Y,SEATTLE,64,N,N,N,1288971.24,IN,2025-11,2025,4,2,False
EXP-104830,2026-03-16,2026-03-16 22:00:00,US-AerospaceParts,ASIA TECH IMPORTS,"789 Haidian District, Beijing, CN",8517.62.0010,5A001,DE,US,202,2326.29,NLR,Y,NEW YORK,22,N,Y,N,469910.58,CN,2026-03,2026,1,0,False
EXP-104831,2026-04-01,2026-04-04 11:00:00,US-MedicalDevices,PACIFIC TRADING GROUP,"123 Corporate Blvd, Dublin, IE",8542.31.0000,5A002,US,TW,262,4143.72,NLR,Y,NEWARK,83,N,Y,N,1085654.64,IE,2026-04,2026,2,2,False
EXP-104832,2026-04-23,2026-04-24 18:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",9030.90.0000,5A001,IE,US,53,949.76,LICENSE,N,SEATTLE,42,N,Y,N,50337.28,TW,2026-04,2026,2,3,False
EXP-104833,2026-01-09,2026-01-11 09:00:00,US-IndustrialEquipment,AL-KHOBAR DISTRIBUTORS,"678 Commerce Street, Mexico City, MX",8803.30.0030,EAR99,US,US,317,291.98,EXCEPTION,Y,LOS ANGELES,57,N,Y,Y,92557.66,MX,2026-01,2026,1,4,False
EXP-104834,2026-05-06,2026-05-07 14:00:00,US-MedicalDevices,GLOBAL LOGISTICS LTD,"567 Business Park, Singapore, SG",8542.31.0000,5A002,TW,DE,161,4742.72,NLR,Y,SEATTLE,38,Y,Y,Y,763577.92,SG,2026-05,2026,2,2,False
EXP-104835,2026-04-23,2026-04-24 23:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"123 Corporate Blvd, Dublin, IE",8708.29.5060,5A002,US,DE,244,1292.22,NLR,Y,LOS ANGELES,47,N,Y,N,315301.68,IE,2026-04,2026,2,3,False
EXP-104836,2025-09-30,2025-10-02 14:00:00,US-MedicalDevices,MED-SUPPLY-EU,"123 Corporate Blvd, Dublin, IE",8542.31.0000,EAR99,MX,DE,429,4169.58,LICENSE,Y,MIAMI,62,N,Y,N,1788749.82,IE,2025-09,2025,3,1,False
EXP-104837,2025-12-19,2025-12-21 10:00:00,US-ConsumerElectronics,MIDDLE EAST TRADING CO,"321 Avenue de la Gare, Brussels, BE",8517.62.0010,5A002,US,JP,94,1294.1,LICENSE,Y,LOS ANGELES,58,Y,Y,Y,121645.4,BE,2025-12,2025,4,4,False
EXP-104838,2025-10-28,2025-10-29 01:00:00,US-IndustrialEquipment,EURO MEDICAL SOLUTIONS,"567 Business Park, Singapore, SG",8517.62.0010,5A002,CN,US,40,787.65,LICENSE,Y,NEW YORK,25,N,Y,N,31506.0,SG,2025-10,2025,4,1,False
EXP-104839,2026-06-27,2026-06-28 10:00:00,US-IndustrialEquipment,MIDDLE EAST TRADING CO,"456 Industrial Zone, Riyadh, SA",8517.62.0010,5A001,SG,JP,280,3665.33,NLR,Y,NEWARK,34,N,Y,Y,1026292.4,SA,2026-06,2026,2,5,False
EXP-104840,2026-01-05,2026-01-06 03:00:00,US-Pharmaceuticals,MED-SUPPLY-EU,"123 Corporate Blvd, Dublin, IE",8471.30.0100,EAR99,US,DE,92,3894.25,EXCEPTION,Y,NEW YORK,27,N,N,Y,358271.0,IE,2026-01,2026,1,0,False
EXP-104841,2026-01-29,2026-01-30 07:00:00,US-AerospaceParts,POLY TECHNOLOGIES,"567 Business Park, Singapore, SG",8803.30.0030,5A001,JP,TW,301,4219.63,EXCEPTION,N,NEW YORK,31,N,Y,Y,1270108.63,SG,2026-01,2026,1,3,False
EXP-104842,2026-03-19,2026-03-21 16:00:00,US-ConsumerElectronics,ASIA TECH IMPORTS,"234 Innovation Drive, Bangalore, IN",8471.30.0100,9A004,TW,DE,38,4325.69,LICENSE,Y,HOUSTON,64,N,Y,N,164376.21999999997,IN,2026-03,2026,1,3,False
EXP-104843,2026-02-26,2026-02-26 14:00:00,US-Pharmaceuticals,POLY TECHNOLOGIES,"123 Corporate Blvd, Dublin, IE",8517.62.0010,3A001,MX,KR,413,2420.82,LICENSE,N,SEATTLE,14,Y,Y,N,999798.66,IE,2026-02,2026,1,3,False
EXP-104844,2026-06-26,2026-06-26 17:00:00,US-IndustrialEquipment,POLY TECHNOLOGIES,"321 Avenue de la Gare, Brussels, BE",8708.29.5060,3A001,US,DE,243,2007.08,NLR,N,LOS ANGELES,17,N,Y,N,487720.44,BE,2026-06,2026,2,4,False
EXP-104845,2025-07-09,2025-07-12 15:00:00,US-AerospaceParts,MED-SUPPLY-EU,"321 Avenue de la Gare, Brussels, BE",8517.62.0010,EAR99,DE,US,364,3757.34,NLR,Y,NEWARK,87,N,N,N,1367671.76,BE,2025-07,2025,3,2,False
EXP-104846,2026-01-30,2026-01-30 15:00:00,US-AerospaceParts,NORTH STAR SUPPLY,"456 Industrial Zone, Riyadh, SA",8471.30.0100,5A002,JP,JP,463,2851.24,NLR,Y,LOS ANGELES,15,Y,N,N,1320124.12,SA,2026-01,2026,1,4,False
EXP-104847,2026-01-19,2026-01-19 12:00:00,US-Pharmaceuticals,AL-KHOBAR DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,3A001,SG,DE,136,4826.77,NLR,Y,CHICAGO O'HARE,12,N,Y,Y,656440.7200000001,BE,2026-01,2026,1,0,False
EXP-104848,2026-06-12,2026-06-14 13:00:00,US-IndustrialEquipment,MED-SUPPLY-EU,"678 Commerce Street, Mexico City, MX",8542.31.0000,5A002,JP,DE,64,1885.42,EXCEPTION,Y,CHICAGO O'HARE,61,N,Y,Y,120666.88,MX,2026-06,2026,2,4,False
EXP-104849,2025-11-08,2025-11-08 19:00:00,US-ConsumerElectronics,POLY TECHNOLOGIES,"567 Business Park, Singapore, SG",8517.62.0010,EAR99,CN,TW,343,223.95,EXCEPTION,Y,HOUSTON,19,Y,Y,N,76814.84999999999,SG,2025-11,2025,4,5,False
EXP-104850,2025-11-21,2025-11-23 11:00:00,US-IndustrialEquipment,MIDDLE EAST TRADING CO,"890 Technology Hub, Taipei, TW",9018.90.7500,9A004,MX,JP,363,2950.63,EXCEPTION,Y,NEW YORK,59,Y,Y,N,1071078.69,TW,2025-11,2025,4,4,False
EXP-104851,2026-06-10,2026-06-11 07:00:00,US-MedicalDevices,AL-KHOBAR DISTRIBUTORS,"321 Avenue de la Gare, Brussels, BE",8542.31.0000,5A002,CN,KR,201,1773.81,LICENSE,Y,SEATTLE,31,N,Y,Y,356535.81,BE,2026-06,2026,2,2,False
